over,wickets,total_runs,bat1_runs,bat2_runs,year,final_score
6,52,3,0,4,20,86
7,55,3,1,6,20,86
8,60,4,3,1,20,86
9,64,4,3,5,20,86
10,69,6,1,6,20,86
11,73,6,3,8,20,86
12,79,7,5,1,20,86
13,79,9,0,0,20,86
14,86,10,6,1,20,86
1,1,0,0,1,20,89
2,8,0,7,1,20,89
3,10,0,8,2,20,89
4,28,0,16,8,20,89
5,30,0,9,17,20,89
6,39,0,13,22,20,89
7,43,0,15,24,20,89
8,47,1,0,24,20,89
9,56,2,0,25,20,89
10,62,2,3,28,20,89
11,74,2,33,10,20,89
12,84,2,39,14,20,89
13,89,2,14,39,20,89
1,7,0,2,5,20,45
2,17,0,11,6,20,45
3,21,1,1,13,20,45
4,27,2,18,1,20,45
5,34,2,5,21,20,45
6,39,2,6,25,20,45
7,45,2,26,10,20,45
1,4,0,2,1,20,100
2,9,0,6,1,20,100
3,18,1,13,2,20,100
4,27,2,7,13,20,100
5,37,2,16,14,20,100
6,43,2,17,18,20,100
7,52,2,26,17,20,100
8,59,3,23,1,20,100
9,63,4,1,24,20,100
10,69,5,1,27,20,100
11,73,5,3,29,20,100
12,84,5,37,6,20,100
13,89,5,9,39,20,100
14,95,6,43,2,20,100
15,98,7,4,1,20,100
16,99,8,1,1,20,100
17,100,10,1,1,20,100
1,4,0,2,1,20,100
2,9,0,6,1,20,100
3,18,1,13,2,20,100
4,27,2,7,13,20,100
5,37,2,16,14,20,100
6,43,2,17,18,20,100
7,52,2,26,17,20,100
8,59,3,23,1,20,100
9,63,4,1,24,20,100
10,69,5,1,27,20,100
11,73,5,3,29,20,100
12,84,5,37,6,20,100
13,89,5,9,39,20,100
14,95,6,43,2,20,100
15,98,7,4,1,20,100
16,99,8,1,1,20,100
17,100,10,1,1,20,100
1,3,0,0,3,20,104
2,16,0,8,8,20,104
3,16,0,8,8,20,104
4,26,0,9,13,20,104
5,35,0,17,14,20,104
6,45,0,26,15,20,104
7,49,0,28,17,20,104
8,56,0,29,23,20,104
9,67,0,32,31,20,104
10,86,0,50,32,20,104
11,104,0,67,33,20,104
1,2,0,1,0,20,141
2,10,1,1,1,20,141
3,16,1,5,1,20,141
4,23,1,7,5,20,141
5,27,2,0,9,20,141
6,29,2,1,10,20,141
7,33,2,11,3,20,141
8,34,3,0,12,20,141
9,40,3,1,17,20,141
10,49,3,18,9,20,141
11,58,3,25,9,20,141
12,68,3,30,14,20,141
13,76,3,21,30,20,141
14,83,4,2,30,20,141
15,92,4,37,4,20,141
16,102,4,46,5,20,141
17,110,4,51,7,20,141
18,121,4,16,52,20,141
19,133,5,2,52,20,141
20,141,6,1,58,20,141
1,2,0,1,0,20,141
2,10,1,1,1,20,141
3,16,1,5,1,20,141
4,23,1,7,5,20,141
5,27,2,0,9,20,141
6,29,2,1,10,20,141
7,33,2,11,3,20,141
8,34,3,0,12,20,141
9,40,3,1,17,20,141
10,49,3,18,9,20,141
11,58,3,25,9,20,141
12,68,3,30,14,20,141
13,76,3,21,30,20,141
14,83,4,2,30,20,141
15,92,4,37,4,20,141
16,102,4,46,5,20,141
17,110,4,51,7,20,141
18,121,4,16,52,20,141
19,133,5,2,52,20,141
20,141,6,1,58,20,141
1,7,0,3,4,20,131
2,16,0,3,12,20,131
3,17,1,3,1,20,131
4,29,1,5,10,20,131
5,37,1,15,8,20,131
6,41,1,9,18,20,131
7,48,2,1,14,20,131
8,53,2,16,4,20,131
9,62,2,11,17,20,131
10,66,3,2,18,20,131
11,74,3,24,4,20,131
12,78,3,26,5,20,131
13,83,3,29,7,20,131
14,87,3,31,9,20,131
15,95,4,1,15,20,131
16,102,5,20,3,20,131
17,112,5,11,2,20,131
18,116,7,1,1,20,131
19,123,8,7,0,20,131
20,131,9,9,1,20,131
1,1,1,0,1,20,76
2,5,2,1,1,20,76
3,6,3,0,2,20,76
4,9,3,5,0,20,76
5,15,4,1,5,20,76
6,20,5,2,4,20,76
7,25,5,4,7,20,76
8,26,6,0,4,20,76
9,29,6,6,1,20,76
10,37,6,2,13,20,76
11,43,6,18,3,20,76
12,46,6,4,20,20,76
13,52,6,8,21,20,76
14,65,6,28,13,20,76
15,72,8,0,0,20,76
16,76,10,4,0,20,76
1,1,1,0,1,20,76
2,5,2,1,1,20,76
3,6,3,0,2,20,76
4,9,3,5,0,20,76
5,15,4,1,5,20,76
6,20,5,2,4,20,76
7,25,5,4,7,20,76
8,26,6,0,4,20,76
9,29,6,6,1,20,76
10,37,6,2,13,20,76
11,43,6,18,3,20,76
12,46,6,4,20,20,76
13,52,6,8,21,20,76
14,65,6,28,13,20,76
15,72,8,0,0,20,76
16,76,10,4,0,20,76
1,1,1,0,1,20,28
2,14,1,13,0,20,28
3,15,1,13,1,20,28
4,22,2,6,1,20,28
5,25,2,3,7,20,28
6,28,2,5,8,20,28
1,11,0,9,2,20,186
2,15,0,3,12,20,186
3,17,1,13,4,20,186
4,24,1,5,5,20,186
5,32,2,10,2,20,186
6,45,2,6,16,20,186
7,54,2,12,19,20,186
8,58,2,22,13,20,186
9,68,2,16,29,20,186
10,83,2,43,17,20,186
11,91,2,18,50,20,186
12,107,2,65,19,20,186
13,126,3,4,19,20,186
14,132,4,1,23,20,186
15,138,4,3,27,20,186
16,149,4,10,31,20,186
17,157,4,16,33,20,186
18,165,4,38,19,20,186
19,179,4,43,28,20,186
20,186,5,45,0,20,186
1,11,0,9,2,20,186
2,15,0,3,12,20,186
3,17,1,13,4,20,186
4,24,1,5,5,20,186
5,32,2,10,2,20,186
6,45,2,6,16,20,186
7,54,2,12,19,20,186
8,58,2,22,13,20,186
9,68,2,16,29,20,186
10,83,2,43,17,20,186
11,91,2,18,50,20,186
12,107,2,65,19,20,186
13,126,3,4,19,20,186
14,132,4,1,23,20,186
15,138,4,3,27,20,186
16,149,4,10,31,20,186
17,157,4,16,33,20,186
18,165,4,38,19,20,186
19,179,4,43,28,20,186
20,186,5,45,0,20,186
1,6,1,5,1,20,176
2,8,1,1,2,20,176
3,15,1,5,5,20,176
4,21,1,6,10,20,176
5,27,2,11,1,20,176
6,36,2,15,6,20,176
7,46,2,14,17,20,176
8,53,2,22,16,20,176
9,62,2,21,26,20,176
10,65,3,21,1,20,176
11,72,3,22,7,20,176
12,84,3,18,23,20,176
13,96,3,34,19,20,176
14,102,3,38,21,20,176
15,116,3,45,28,20,176
16,124,4,0,50,20,176
17,136,4,59,3,20,176
18,149,6,4,65,20,176
19,166,6,81,1,20,176
20,176,6,90,2,20,176
1,1,0,0,1,20,164
2,6,0,3,3,20,164
3,14,0,11,3,20,164
4,21,1,13,1,20,164
5,29,1,8,14,20,164
6,39,1,23,9,20,164
7,49,1,27,15,20,164
8,55,2,6,15,20,164
9,59,2,17,7,20,164
10,63,3,0,7,20,164
11,71,3,3,12,20,164
12,86,3,17,13,20,164
13,94,3,18,19,20,164
14,97,4,20,0,20,164
15,109,4,29,2,20,164
16,116,4,7,31,20,164
17,127,5,13,0,20,164
18,131,6,1,15,20,164
19,144,6,14,15,20,164
20,164,6,23,22,20,164
1,1,0,0,1,20,164
2,6,0,3,3,20,164
3,14,0,11,3,20,164
4,21,1,13,1,20,164
5,29,1,8,14,20,164
6,39,1,23,9,20,164
7,49,1,27,15,20,164
8,55,2,6,15,20,164
9,59,2,17,7,20,164
10,63,3,0,7,20,164
11,71,3,3,12,20,164
12,86,3,17,13,20,164
13,94,3,18,19,20,164
14,97,4,20,0,20,164
15,109,4,29,2,20,164
16,116,4,7,31,20,164
17,127,5,13,0,20,164
18,131,6,1,15,20,164
19,144,6,14,15,20,164
20,164,6,23,22,20,164
1,13,0,4,9,20,120
2,26,0,22,4,20,120
3,36,0,13,23,20,120
4,60,0,37,23,20,120
5,75,0,38,37,20,120
6,84,1,41,43,20,120
7,88,3,1,44,20,120
8,91,3,2,46,20,120
9,96,3,48,5,20,120
10,103,3,8,52,20,120
11,107,3,9,55,20,120
12,112,3,13,56,20,120
13,114,6,14,1,20,120
14,118,8,0,0,20,120
15,120,10,0,1,20,120
1,5,0,1,4,20,143
2,8,0,6,2,20,143
3,15,0,7,7,20,143
4,23,0,13,9,20,143
5,26,2,10,1,20,143
6,34,2,7,2,20,143
7,45,2,10,10,20,143
8,51,2,11,15,20,143
9,63,2,23,14,20,143
10,74,2,30,18,20,143
11,98,2,43,29,20,143
12,113,2,57,30,20,143
13,139,2,72,39,20,143
14,143,4,2,41,20,143
1,5,0,1,4,20,143
2,8,0,6,2,20,143
3,15,0,7,7,20,143
4,23,0,13,9,20,143
5,26,2,10,1,20,143
6,34,2,7,2,20,143
7,45,2,10,10,20,143
8,51,2,11,15,20,143
9,63,2,23,14,20,143
10,74,2,30,18,20,143
11,98,2,43,29,20,143
12,113,2,57,30,20,143
13,139,2,72,39,20,143
14,143,4,2,41,20,143
1,7,0,1,5,20,125
2,13,0,10,2,20,125
3,35,0,13,21,20,125
4,35,1,0,13,20,125
5,42,1,19,1,20,125
6,46,1,1,22,20,125
7,60,1,8,29,20,125
8,69,1,36,10,20,125
9,79,1,16,39,20,125
10,89,2,4,44,20,125
11,93,2,46,5,20,125
12,110,3,5,0,20,125
13,120,3,12,3,20,125
14,125,5,2,3,20,125
1,7,0,0,6,20,153
2,15,0,5,8,20,153
3,18,0,5,11,20,153
4,25,1,11,1,20,153
5,28,1,12,2,20,153
6,32,1,4,13,20,153
7,41,2,15,2,20,153
8,53,2,5,24,20,153
9,58,2,8,26,20,153
10,72,2,38,10,20,153
11,80,2,45,11,20,153
12,84,4,47,1,20,153
13,89,4,4,49,20,153
14,92,4,6,50,20,153
15,98,4,55,6,20,153
16,110,4,63,9,20,153
17,122,4,73,10,20,153
18,133,4,19,74,20,153
19,145,4,20,85,20,153
20,153,5,6,22,20,153
1,7,0,0,6,20,153
2,15,0,5,8,20,153
3,18,0,5,11,20,153
4,25,1,11,1,20,153
5,28,1,12,2,20,153
6,32,1,4,13,20,153
7,41,2,15,2,20,153
8,53,2,5,24,20,153
9,58,2,8,26,20,153
10,72,2,38,10,20,153
11,80,2,45,11,20,153
12,84,4,47,1,20,153
13,89,4,4,49,20,153
14,92,4,6,50,20,153
15,98,4,55,6,20,153
16,110,4,63,9,20,153
17,122,4,73,10,20,153
18,133,4,19,74,20,153
19,145,4,20,85,20,153
20,153,5,6,22,20,153
1,17,0,16,0,20,154
2,22,0,19,2,20,154
3,38,0,18,19,20,154
4,50,0,18,30,20,154
5,64,0,22,38,20,154
6,75,0,41,30,20,154
7,82,0,35,43,20,154
8,87,0,37,46,20,154
9,101,0,50,47,20,154
10,113,0,50,57,20,154
11,122,0,59,51,20,154
12,128,0,63,53,20,154
13,135,0,64,58,20,154
14,143,1,72,0,20,154
15,151,1,78,1,20,154
16,154,2,2,2,20,154
1,11,0,1,10,20,190
2,22,0,5,17,20,190
3,35,0,30,5,20,190
4,48,0,36,12,20,190
5,62,0,48,13,20,190
6,78,0,15,62,20,190
7,82,0,64,17,20,190
8,88,1,1,20,20,190
9,91,1,2,22,20,190
10,95,1,24,4,20,190
11,97,2,1,25,20,190
12,105,2,31,3,20,190
13,112,2,8,33,20,190
14,123,2,11,41,20,190
15,130,3,46,2,20,190
16,134,3,5,47,20,190
17,144,3,13,49,20,190
18,157,3,19,56,20,190
19,177,3,34,61,20,190
20,190,3,38,70,20,190
1,11,0,1,10,20,190
2,22,0,5,17,20,190
3,35,0,30,5,20,190
4,48,0,36,12,20,190
5,62,0,48,13,20,190
6,78,0,15,62,20,190
7,82,0,64,17,20,190
8,88,1,1,20,20,190
9,91,1,2,22,20,190
10,95,1,24,4,20,190
11,97,2,1,25,20,190
12,105,2,31,3,20,190
13,112,2,8,33,20,190
14,123,2,11,41,20,190
15,130,3,46,2,20,190
16,134,3,5,47,20,190
17,144,3,13,49,20,190
18,157,3,19,56,20,190
19,177,3,34,61,20,190
20,190,3,38,70,20,190
1,3,0,1,1,20,186
2,10,1,6,0,20,186
3,23,1,5,14,20,186
4,30,2,4,16,20,186
5,38,2,22,6,20,186
6,51,2,26,15,20,186
7,57,2,17,29,20,186
8,65,2,34,19,20,186
9,70,2,22,36,20,186
10,85,2,49,24,20,186
11,94,3,56,26,20,186
12,100,3,4,28,20,186
13,113,3,14,30,20,186
14,123,3,16,38,20,186
15,132,3,24,39,20,186
16,137,3,27,41,20,186
17,147,3,36,42,20,186
18,167,3,47,51,20,186
19,180,4,48,0,20,186
20,186,5,3,0,20,186
1,2,0,1,1,20,162
2,7,0,4,2,20,162
3,24,0,2,21,20,162
4,26,0,22,3,20,162
5,28,1,4,1,20,162
6,38,1,6,4,20,162
7,46,2,12,1,20,162
8,49,2,14,2,20,162
9,52,3,3,1,20,162
10,57,3,4,5,20,162
11,67,3,12,7,20,162
12,80,3,8,24,20,162
13,91,3,33,9,20,162
14,99,4,16,1,20,162
15,106,4,21,2,20,162
16,113,4,26,4,20,162
17,123,4,6,34,20,162
18,131,4,8,40,20,162
19,147,4,48,16,20,162
20,162,4,23,55,20,162
1,2,0,1,1,20,162
2,7,0,4,2,20,162
3,24,0,2,21,20,162
4,26,0,22,3,20,162
5,28,1,4,1,20,162
6,38,1,6,4,20,162
7,46,2,12,1,20,162
8,49,2,14,2,20,162
9,52,3,3,1,20,162
10,57,3,4,5,20,162
11,67,3,12,7,20,162
12,80,3,8,24,20,162
13,91,3,33,9,20,162
14,99,4,16,1,20,162
15,106,4,21,2,20,162
16,113,4,26,4,20,162
17,123,4,6,34,20,162
18,131,4,8,40,20,162
